,Unnamed: 0,DATETIMEDATA,PM25,CO,NO2,TEMP,RH,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7
0,0,2024-01-01 00:00:00,31.5,0.63,10.0,27,95,35.5,28.3,22.2,27.4,25.7,25.3,22.4
1,1,2024-01-01 01:00:00,35.5,0.61,11.0,27,96,28.3,22.2,27.4,25.7,25.3,22.4,23.1
2,2,2024-01-01 02:00:00,28.3,0.5,5.29,27,93,22.2,27.4,25.7,25.3,22.4,23.1,21.9
3,3,2024-01-01 03:00:00,22.2,0.44,3.0,27,92,27.4,25.7,25.3,22.4,23.1,21.9,17.4
4,4,2024-01-01 04:00:00,27.4,0.43,1.0,26,93,25.7,25.3,22.4,23.1,21.9,17.4,22.3
5,5,2024-01-01 05:00:00,25.7,0.46,3.0,26,95,25.3,22.4,23.1,21.9,17.4,22.3,21.5
6,6,2024-01-01 06:00:00,25.3,0.48,4.0,26,92,22.4,23.1,21.9,17.4,22.3,21.5,18.1
7,7,2024-01-01 07:00:00,22.4,0.5,7.0,27,88,23.1,21.9,17.4,22.3,21.5,18.1,20.2
8,8,2024-01-01 08:00:00,23.1,0.37,3.0,29,74,21.9,17.4,22.3,21.5,18.1,20.2,18.6
9,9,2024-01-01 09:00:00,21.9,0.38,2.0,31,67,17.4,22.3,21.5,18.1,20.2,18.6,20.5
10,10,2024-01-01 10:00:00,17.4,0.38,2.0,31,63,22.3,21.5,18.1,20.2,18.6,20.5,21.6
11,11,2024-01-01 11:00:00,22.3,0.39,3.0,32,61,21.5,18.1,20.2,18.6,20.5,21.6,22.5
12,12,2024-01-01 12:00:00,21.5,0.39,2.0,33,59,18.1,20.2,18.6,20.5,21.6,22.5,19.3
13,13,2024-01-01 13:00:00,18.1,0.44,4.0,34,56,20.2,18.6,20.5,21.6,22.5,19.3,20.2
14,14,2024-01-01 14:00:00,20.2,0.42,4.0,35,53,18.6,20.5,21.6,22.5,19.3,20.2,25.7
15,15,2024-01-01 15:00:00,18.6,0.36,2.0,35,52,20.5,21.6,22.5,19.3,20.2,25.7,28.5
16,16,2024-01-01 16:00:00,20.5,0.39,2.0,34,53,21.6,22.5,19.3,20.2,25.7,28.5,26.7
17,17,2024-01-01 17:00:00,21.6,0.48,6.0,32,60,22.5,19.3,20.2,25.7,28.5,26.7,20.8
18,18,2024-01-01 18:00:00,22.5,0.51,12.0,31,69,19.3,20.2,25.7,28.5,26.7,20.8,19.4
19,19,2024-01-01 19:00:00,19.3,0.53,11.0,30,75,20.2,25.7,28.5,26.7,20.8,19.4,19.0
20,20,2024-01-01 20:00:00,20.2,0.6,16.0,29,75,25.7,28.5,26.7,20.8,19.4,19.0,17.3
21,21,2024-01-01 21:00:00,25.7,0.6,17.0,29,78,28.5,26.7,20.8,19.4,19.0,17.3,20.6
22,22,2024-01-01 22:00:00,28.5,0.49,9.0,28,80,26.7,20.8,19.4,19.0,17.3,20.6,19.6
23,23,2024-01-01 23:00:00,26.7,0.39,3.0,28,79,20.8,19.4,19.0,17.3,20.6,19.6,21.8
24,24,2024-01-02 00:00:00,20.8,0.33,3.0,28,74,19.4,19.0,17.3,20.6,19.6,21.8,21.2
25,25,2024-01-02 01:00:00,19.4,0.27,0.0,28,77,19.0,17.3,20.6,19.6,21.8,21.2,20.9
26,26,2024-01-02 02:00:00,19.0,0.26,0.0,27,80,17.3,20.6,19.6,21.8,21.2,20.9,18.4
27,27,2024-01-02 03:00:00,17.3,0.5,5.29,27,80,20.6,19.6,21.8,21.2,20.9,18.4,20.0
28,28,2024-01-02 04:00:00,20.6,0.35,0.0,27,82,19.6,21.8,21.2,20.9,18.4,20.0,15.7
29,29,2024-01-02 05:00:00,19.6,0.34,0.0,27,85,21.8,21.2,20.9,18.4,20.0,15.7,18.0
30,30,2024-01-02 06:00:00,21.8,0.32,1.0,26,86,21.2,20.9,18.4,20.0,15.7,18.0,15.6
31,31,2024-01-02 07:00:00,21.2,0.45,6.0,27,81,20.9,18.4,20.0,15.7,18.0,15.6,20.1
32,32,2024-01-02 08:00:00,20.9,0.37,3.0,29,72,18.4,20.0,15.7,18.0,15.6,20.1,19.6
33,33,2024-01-02 09:00:00,18.4,0.41,2.0,31,64,20.0,15.7,18.0,15.6,20.1,19.6,21.8
34,34,2024-01-02 10:00:00,20.0,0.41,2.0,32,59,15.7,18.0,15.6,20.1,19.6,21.8,20.6
35,35,2024-01-02 11:00:00,15.7,0.43,4.0,33,56,18.0,15.6,20.1,19.6,21.8,20.6,23.9
36,36,2024-01-02 12:00:00,18.0,0.41,4.0,34,55,15.6,20.1,19.6,21.8,20.6,23.9,23.9
37,37,2024-01-02 13:00:00,15.6,0.4,4.0,34,53,20.1,19.6,21.8,20.6,23.9,23.9,21.3
38,38,2024-01-02 14:00:00,20.1,0.42,4.0,35,49,19.6,21.8,20.6,23.9,23.9,21.3,20.9
39,39,2024-01-02 15:00:00,19.6,0.37,3.0,35,49,21.8,20.6,23.9,23.9,21.3,20.9,18.7
40,40,2024-01-02 16:00:00,21.8,0.4,6.0,35,49,20.6,23.9,23.9,21.3,20.9,18.7,17.6
41,41,2024-01-02 17:00:00,20.6,0.44,6.0,33,53,23.9,23.9,21.3,20.9,18.7,17.6,21.3
42,42,2024-01-02 18:00:00,23.9,0.46,10.0,32,58,23.9,21.3,20.9,18.7,17.6,21.3,20.3
43,43,2024-01-02 19:00:00,23.9,0.52,14.0,31,64,21.3,20.9,18.7,17.6,21.3,20.3,19.1
44,44,2024-01-02 20:00:00,21.3,0.49,11.0,30,66,20.9,18.7,17.6,21.3,20.3,19.1,18.9
45,45,2024-01-02 21:00:00,20.9,0.45,6.0,30,68,18.7,17.6,21.3,20.3,19.1,18.9,22.3
46,46,2024-01-02 22:00:00,18.7,0.45,3.0,30,65,17.6,21.3,20.3,19.1,18.9,22.3,18.7
47,47,2024-01-02 23:00:00,17.6,0.43,2.0,29,68,21.3,20.3,19.1,18.9,22.3,18.7,21.1
48,48,2024-01-03 00:00:00,21.3,0.38,2.0,28,73,20.3,19.1,18.9,22.3,18.7,21.1,23.1
49,49,2024-01-03 01:00:00,20.3,0.35,1.0,28,72,19.1,18.9,22.3,18.7,21.1,23.1,20.8
50,50,2024-01-03 02:00:00,19.1,0.35,1.0,28,74,18.9,22.3,18.7,21.1,23.1,20.8,22.2
51,51,2024-01-03 03:00:00,18.9,0.37,0.0,28,80,22.3,18.7,21.1,23.1,20.8,22.2,20.8
52,52,2024-01-03 04:00:00,22.3,0.5,5.29,27,85,18.7,21.1,23.1,20.8,22.2,20.8,22.5
53,53,2024-01-03 05:00:00,18.7,0.39,0.0,27,86,21.1,23.1,20.8,22.2,20.8,22.5,21.1
54,54,2024-01-03 06:00:00,21.1,0.46,5.0,27,87,23.1,20.8,22.2,20.8,22.5,21.1,20.9
55,55,2024-01-03 07:00:00,23.1,0.53,7.0,28,82,20.8,22.2,20.8,22.5,21.1,20.9,19.1
56,56,2024-01-03 08:00:00,20.8,0.44,6.0,29,72,22.2,20.8,22.5,21.1,20.9,19.1,21.2
57,57,2024-01-03 09:00:00,22.2,0.44,4.0,31,65,20.8,22.5,21.1,20.9,19.1,21.2,20.2
58,58,2024-01-03 10:00:00,20.8,0.45,4.0,32,59,22.5,21.1,20.9,19.1,21.2,20.2,26.0
59,59,2024-01-03 11:00:00,22.5,0.45,5.0,32,58,21.1,20.9,19.1,21.2,20.2,26.0,28.0
60,60,2024-01-03 12:00:00,21.1,0.44,4.0,32,58,20.9,19.1,21.2,20.2,26.0,28.0,25.9
61,61,2024-01-03 13:00:00,20.9,0.46,6.0,33,55,19.1,21.2,20.2,26.0,28.0,25.9,28.2
62,62,2024-01-03 14:00:00,19.1,0.44,3.0,33,58,21.2,20.2,26.0,28.0,25.9,28.2,28.7
63,63,2024-01-03 15:00:00,21.2,0.41,5.0,33,56,20.2,26.0,28.0,25.9,28.2,28.7,25.8
64,64,2024-01-03 16:00:00,20.2,0.5,7.0,32,57,26.0,28.0,25.9,28.2,28.7,25.8,26.3
65,65,2024-01-03 17:00:00,26.0,0.53,10.0,31,62,28.0,25.9,28.2,28.7,25.8,26.3,20.9
66,66,2024-01-03 18:00:00,28.0,0.54,11.0,29,72,25.9,28.2,28.7,25.8,26.3,20.9,18.7
67,67,2024-01-03 19:00:00,25.9,0.62,13.0,29,72,28.2,28.7,25.8,26.3,20.9,18.7,16.8
68,68,2024-01-03 20:00:00,28.2,0.63,17.0,29,75,28.7,25.8,26.3,20.9,18.7,16.8,17.2
69,69,2024-01-03 21:00:00,28.7,0.45,6.0,29,79,25.8,26.3,20.9,18.7,16.8,17.2,17.1
70,70,2024-01-03 22:00:00,25.8,0.44,6.0,28,80,26.3,20.9,18.7,16.8,17.2,17.1,18.8
71,71,2024-01-03 23:00:00,26.3,0.42,5.0,28,81,20.9,18.7,16.8,17.2,17.1,18.8,20.2
72,72,2024-01-04 00:00:00,20.9,0.38,3.0,28,77,18.7,16.8,17.2,17.1,18.8,20.2,21.6
73,73,2024-01-04 01:00:00,18.7,0.32,1.0,28,77,16.8,17.2,17.1,18.8,20.2,21.6,22.1
74,74,2024-01-04 02:00:00,16.8,0.3,0.0,27,74,17.2,17.1,18.8,20.2,21.6,22.1,24.7
75,75,2024-01-04 03:00:00,17.2,0.34,0.0,27,77,17.1,18.8,20.2,21.6,22.1,24.7,23.4
76,76,2024-01-04 04:00:00,17.1,0.36,0.0,27,78,18.8,20.2,21.6,22.1,24.7,23.4,20.7
77,77,2024-01-04 05:00:00,18.8,0.5,5.29,27,80,20.2,21.6,22.1,24.7,23.4,20.7,22.3
78,78,2024-01-04 06:00:00,20.2,0.4,3.0,27,80,21.6,22.1,24.7,23.4,20.7,22.3,23.2
79,79,2024-01-04 07:00:00,21.6,0.57,9.0,27,78,22.1,24.7,23.4,20.7,22.3,23.2,22.3
80,80,2024-01-04 08:00:00,22.1,0.43,5.0,30,68,24.7,23.4,20.7,22.3,23.2,22.3,23.5
81,81,2024-01-04 09:00:00,24.7,0.45,5.0,32,60,23.4,20.7,22.3,23.2,22.3,23.5,20.9
82,82,2024-01-04 10:00:00,23.4,0.46,4.0,32,57,20.7,22.3,23.2,22.3,23.5,20.9,28.7
83,83,2024-01-04 11:00:00,20.7,0.51,6.0,33,54,22.3,23.2,22.3,23.5,20.9,28.7,27.6
84,84,2024-01-04 12:00:00,22.3,0.49,6.0,33,55,23.2,22.3,23.5,20.9,28.7,27.6,30.2
85,85,2024-01-04 13:00:00,23.2,0.46,7.0,33,60,22.3,23.5,20.9,28.7,27.6,30.2,27.4
86,86,2024-01-04 14:00:00,22.3,0.44,3.0,31,65,23.5,20.9,28.7,27.6,30.2,27.4,27.0
87,87,2024-01-04 15:00:00,23.5,0.41,4.0,32,60,20.9,28.7,27.6,30.2,27.4,27.0,26.1
88,88,2024-01-04 16:00:00,20.9,0.51,7.0,33,57,28.7,27.6,30.2,27.4,27.0,26.1,22.1
89,89,2024-01-04 17:00:00,28.7,0.63,10.0,32,61,27.6,30.2,27.4,27.0,26.1,22.1,20.5
90,90,2024-01-04 18:00:00,27.6,0.82,16.0,31,68,30.2,27.4,27.0,26.1,22.1,20.5,20.4
91,91,2024-01-04 19:00:00,30.2,0.51,11.0,30,72,27.4,27.0,26.1,22.1,20.5,20.4,21.6
92,92,2024-01-04 20:00:00,27.4,0.56,10.0,29,75,27.0,26.1,22.1,20.5,20.4,21.6,18.8
93,93,2024-01-04 21:00:00,27.0,0.44,6.0,29,75,26.1,22.1,20.5,20.4,21.6,18.8,20.7
94,94,2024-01-04 22:00:00,26.1,0.39,2.0,28,80,22.1,20.5,20.4,21.6,18.8,20.7,21.5
95,95,2024-01-04 23:00:00,22.1,0.42,2.0,28,81,20.5,20.4,21.6,18.8,20.7,21.5,20.9
96,96,2024-01-05 00:00:00,20.5,0.42,1.0,28,76,20.4,21.6,18.8,20.7,21.5,20.9,22.0
97,97,2024-01-05 01:00:00,20.4,0.38,0.0,28,73,21.6,18.8,20.7,21.5,20.9,22.0,22.2
98,98,2024-01-05 02:00:00,21.6,0.38,0.0,28,75,18.8,20.7,21.5,20.9,22.0,22.2,23.5
99,99,2024-01-05 03:00:00,18.8,0.37,5.29,28,77,20.7,21.5,20.9,22.0,22.2,23.5,24.6
100,100,2024-01-05 04:00:00,20.7,0.39,0.0,27,79,21.5,20.9,22.0,22.2,23.5,24.6,22.3
101,101,2024-01-05 05:00:00,21.5,0.44,1.0,27,78,20.9,22.0,22.2,23.5,24.6,22.3,22.5
102,102,2024-01-05 06:00:00,20.9,0.5,5.29,27,79,22.0,22.2,23.5,24.6,22.3,22.5,24.3
103,103,2024-01-05 07:00:00,22.0,0.56,8.0,28,77,22.2,23.5,24.6,22.3,22.5,24.3,20.9
104,104,2024-01-05 08:00:00,22.2,0.5,7.0,29,72,23.5,24.6,22.3,22.5,24.3,20.9,22.5
105,105,2024-01-05 09:00:00,23.5,0.51,5.0,30,67,24.6,22.3,22.5,24.3,20.9,22.5,19.5
106,106,2024-01-05 10:00:00,24.6,0.46,5.0,32,61,22.3,22.5,24.3,20.9,22.5,19.5,22.9
107,107,2024-01-05 11:00:00,22.3,0.44,5.0,32,60,22.5,24.3,20.9,22.5,19.5,22.9,33.6
108,108,2024-01-05 12:00:00,22.5,0.5,9.0,33,58,24.3,20.9,22.5,19.5,22.9,33.6,25.2
109,109,2024-01-05 13:00:00,24.3,0.5,6.0,33,58,20.9,22.5,19.5,22.9,33.6,25.2,31.7
110,110,2024-01-05 14:00:00,20.9,0.49,5.0,33,58,22.5,19.5,22.9,33.6,25.2,31.7,28.2
111,111,2024-01-05 15:00:00,22.5,0.46,4.0,34,55,19.5,22.9,33.6,25.2,31.7,28.2,28.9
112,112,2024-01-05 16:00:00,19.5,0.57,8.0,33,56,22.9,33.6,25.2,31.7,28.2,28.9,28.7
113,113,2024-01-05 17:00:00,22.9,0.59,9.0,32,62,33.6,25.2,31.7,28.2,28.9,28.7,31.3
114,114,2024-01-05 18:00:00,33.6,0.6,11.0,30,66,25.2,31.7,28.2,28.9,28.7,31.3,25.4
115,115,2024-01-05 19:00:00,25.2,0.54,6.0,30,66,31.7,28.2,28.9,28.7,31.3,25.4,24.0
116,116,2024-01-05 20:00:00,31.7,0.49,6.0,29,66,28.2,28.9,28.7,31.3,25.4,24.0,25.0
117,117,2024-01-05 21:00:00,28.2,0.46,4.0,29,69,28.9,28.7,31.3,25.4,24.0,25.0,24.5
118,118,2024-01-05 22:00:00,28.9,0.48,3.0,28,72,28.7,31.3,25.4,24.0,25.0,24.5,24.1
119,119,2024-01-05 23:00:00,28.7,0.46,3.0,28,72,31.3,25.4,24.0,25.0,24.5,24.1,25.6
120,120,2024-01-06 00:00:00,31.3,0.4,2.0,28,72,25.4,24.0,25.0,24.5,24.1,25.6,25.7
121,121,2024-01-06 01:00:00,25.4,0.4,1.0,28,75,24.0,25.0,24.5,24.1,25.6,25.7,26.9
122,122,2024-01-06 02:00:00,24.0,0.39,1.0,28,76,25.0,24.5,24.1,25.6,25.7,26.9,32.4
123,123,2024-01-06 03:00:00,25.0,0.41,1.0,27,78,24.5,24.1,25.6,25.7,26.9,32.4,28.6
124,124,2024-01-06 04:00:00,24.5,0.43,1.0,27,79,24.1,25.6,25.7,26.9,32.4,28.6,33.0
125,125,2024-01-06 05:00:00,24.1,0.43,2.0,27,77,25.6,25.7,26.9,32.4,28.6,33.0,29.9
126,126,2024-01-06 06:00:00,25.6,0.45,3.0,27,79,25.7,26.9,32.4,28.6,33.0,29.9,32.6
127,127,2024-01-06 07:00:00,25.7,0.5,5.29,28,75,26.9,32.4,28.6,33.0,29.9,32.6,33.4
128,128,2024-01-06 08:00:00,26.9,0.48,5.0,30,66,32.4,28.6,33.0,29.9,32.6,33.4,36.9
129,129,2024-01-06 09:00:00,32.4,0.49,4.0,31,61,28.6,33.0,29.9,32.6,33.4,36.9,32.8
130,130,2024-01-06 10:00:00,28.6,0.49,4.0,32,59,33.0,29.9,32.6,33.4,36.9,32.8,40.6
131,131,2024-01-06 11:00:00,33.0,0.49,5.0,33,56,29.9,32.6,33.4,36.9,32.8,40.6,36.9
132,132,2024-01-06 12:00:00,29.9,0.53,9.0,33,57,32.6,33.4,36.9,32.8,40.6,36.9,37.6
133,133,2024-01-06 13:00:00,32.6,0.53,4.0,34,53,33.4,36.9,32.8,40.6,36.9,37.6,42.8
134,134,2024-01-06 14:00:00,33.4,0.51,3.0,35,48,36.9,32.8,40.6,36.9,37.6,42.8,39.2
135,135,2024-01-06 15:00:00,36.9,0.5,4.0,36,46,32.8,40.6,36.9,37.6,42.8,39.2,34.5
136,136,2024-01-06 16:00:00,32.8,0.52,5.0,35,48,40.6,36.9,37.6,42.8,39.2,34.5,37.5
137,137,2024-01-06 17:00:00,40.6,0.53,11.0,32,59,36.9,37.6,42.8,39.2,34.5,37.5,36.5
138,138,2024-01-06 18:00:00,36.9,0.6,16.0,30,65,37.6,42.8,39.2,34.5,37.5,36.5,31.9
139,139,2024-01-06 19:00:00,37.6,0.63,11.0,30,68,42.8,39.2,34.5,37.5,36.5,31.9,32.9
140,140,2024-01-06 20:00:00,42.8,0.59,9.0,29,71,39.2,34.5,37.5,36.5,31.9,32.9,29.7
141,141,2024-01-06 21:00:00,39.2,0.56,10.0,29,75,34.5,37.5,36.5,31.9,32.9,29.7,33.5
142,142,2024-01-06 22:00:00,34.5,0.59,8.0,29,71,37.5,36.5,31.9,32.9,29.7,33.5,36.3
143,143,2024-01-06 23:00:00,37.5,0.58,8.0,29,69,36.5,31.9,32.9,29.7,33.5,36.3,40.4
144,144,2024-01-07 00:00:00,36.5,0.46,2.0,28,71,31.9,32.9,29.7,33.5,36.3,40.4,43.7
145,145,2024-01-07 01:00:00,31.9,0.45,2.0,28,72,32.9,29.7,33.5,36.3,40.4,43.7,36.7
146,146,2024-01-07 02:00:00,32.9,0.42,1.0,28,73,29.7,33.5,36.3,40.4,43.7,36.7,32.9
147,147,2024-01-07 03:00:00,29.7,0.44,0.0,27,76,33.5,36.3,40.4,43.7,36.7,32.9,35.7
148,148,2024-01-07 04:00:00,33.5,0.49,2.0,27,80,36.3,40.4,43.7,36.7,32.9,35.7,31.2
149,149,2024-01-07 05:00:00,36.3,0.46,0.0,27,81,40.4,43.7,36.7,32.9,35.7,31.2,32.1
150,150,2024-01-07 06:00:00,40.4,0.49,2.0,27,83,43.7,36.7,32.9,35.7,31.2,32.1,30.2
151,151,2024-01-07 07:00:00,43.7,0.52,6.0,28,82,36.7,32.9,35.7,31.2,32.1,30.2,36.7
152,152,2024-01-07 08:00:00,36.7,0.5,5.29,29,76,32.9,35.7,31.2,32.1,30.2,36.7,45.0
153,153,2024-01-07 09:00:00,32.9,0.52,4.0,30,70,35.7,31.2,32.1,30.2,36.7,45.0,42.0
154,154,2024-01-07 10:00:00,35.7,0.53,5.0,31,64,31.2,32.1,30.2,36.7,45.0,42.0,37.6
155,155,2024-01-07 11:00:00,31.2,0.54,6.0,32,59,32.1,30.2,36.7,45.0,42.0,37.6,37.4
156,156,2024-01-07 12:00:00,32.1,0.46,3.0,33,54,30.2,36.7,45.0,42.0,37.6,37.4,35.1
157,157,2024-01-07 13:00:00,30.2,0.48,6.0,32,59,36.7,45.0,42.0,37.6,37.4,35.1,34.7
158,158,2024-01-07 14:00:00,36.7,0.57,9.0,32,60,45.0,42.0,37.6,37.4,35.1,34.7,37.5
159,159,2024-01-07 15:00:00,45.0,0.54,6.0,31,66,42.0,37.6,37.4,35.1,34.7,37.5,35.8
160,160,2024-01-07 16:00:00,42.0,0.57,5.0,30,68,37.6,37.4,35.1,34.7,37.5,35.8,31.8
161,161,2024-01-07 17:00:00,37.6,0.58,7.0,30,70,37.4,35.1,34.7,37.5,35.8,31.8,26.1
162,162,2024-01-07 18:00:00,37.4,0.49,5.0,29,70,35.1,34.7,37.5,35.8,31.8,26.1,26.6
163,163,2024-01-07 19:00:00,35.1,0.51,5.0,29,70,34.7,37.5,35.8,31.8,26.1,26.6,25.2
164,164,2024-01-07 20:00:00,34.7,0.47,4.0,29,72,37.5,35.8,31.8,26.1,26.6,25.2,30.4
165,165,2024-01-07 21:00:00,37.5,0.49,3.0,29,73,35.8,31.8,26.1,26.6,25.2,30.4,30.9
166,166,2024-01-07 22:00:00,35.8,0.51,9.0,29,74,31.8,26.1,26.6,25.2,30.4,30.9,31.2
167,167,2024-01-07 23:00:00,31.8,0.45,4.0,28,74,26.1,26.6,25.2,30.4,30.9,31.2,30.4
168,168,2024-01-08 00:00:00,26.1,0.42,0.0,28,77,26.6,25.2,30.4,30.9,31.2,30.4,29.7
169,169,2024-01-08 01:00:00,26.6,0.41,1.0,28,79,25.2,30.4,30.9,31.2,30.4,29.7,32.8
170,170,2024-01-08 02:00:00,25.2,0.42,1.0,27,81,30.4,30.9,31.2,30.4,29.7,32.8,34.6
171,171,2024-01-08 03:00:00,30.4,0.46,0.0,27,81,30.9,31.2,30.4,29.7,32.8,34.6,25.4
172,172,2024-01-08 04:00:00,30.9,0.45,0.0,27,82,31.2,30.4,29.7,32.8,34.6,25.4,24.7
173,173,2024-01-08 05:00:00,31.2,0.49,2.0,27,82,30.4,29.7,32.8,34.6,25.4,24.7,25.7
174,174,2024-01-08 06:00:00,30.4,0.47,3.0,27,81,29.7,32.8,34.6,25.4,24.7,25.7,25.3
175,175,2024-01-08 07:00:00,29.7,0.5,5.0,28,77,32.8,34.6,25.4,24.7,25.7,25.3,26.4
176,176,2024-01-08 08:00:00,32.8,0.48,4.0,30,69,34.6,25.4,24.7,25.7,25.3,26.4,29.7
177,177,2024-01-08 09:00:00,34.6,0.5,5.29,31,63,25.4,24.7,25.7,25.3,26.4,29.7,22.1
178,178,2024-01-08 10:00:00,25.4,0.48,3.0,32,57,24.7,25.7,25.3,26.4,29.7,22.1,21.5
179,179,2024-01-08 11:00:00,24.7,0.48,4.0,33,54,25.7,25.3,26.4,29.7,22.1,21.5,20.9
180,180,2024-01-08 12:00:00,25.7,0.48,6.0,34,54,25.3,26.4,29.7,22.1,21.5,20.9,30.9
181,181,2024-01-08 13:00:00,25.3,0.52,5.0,35,51,26.4,29.7,22.1,21.5,20.9,30.9,26.4
182,182,2024-01-08 14:00:00,26.4,0.48,4.0,35,49,29.7,22.1,21.5,20.9,30.9,26.4,24.8
183,183,2024-01-08 15:00:00,29.7,0.42,5.0,36,48,22.1,21.5,20.9,30.9,26.4,24.8,19.0
184,184,2024-01-08 16:00:00,22.1,0.5,7.0,36,48,21.5,20.9,30.9,26.4,24.8,19.0,19.3
185,185,2024-01-08 17:00:00,21.5,0.51,8.0,33,54,20.9,30.9,26.4,24.8,19.0,19.3,20.5
186,186,2024-01-08 18:00:00,20.9,0.52,8.0,30,73,30.9,26.4,24.8,19.0,19.3,20.5,23.2
187,187,2024-01-08 19:00:00,30.9,0.51,6.0,28,87,26.4,24.8,19.0,19.3,20.5,23.2,21.2
188,188,2024-01-08 20:00:00,26.4,0.49,6.0,28,83,24.8,19.0,19.3,20.5,23.2,21.2,23.2
189,189,2024-01-08 21:00:00,24.8,0.43,4.0,28,79,19.0,19.3,20.5,23.2,21.2,23.2,20.7
190,190,2024-01-08 22:00:00,19.0,0.42,3.0,28,78,19.3,20.5,23.2,21.2,23.2,20.7,20.0
191,191,2024-01-08 23:00:00,19.3,0.44,2.0,28,74,20.5,23.2,21.2,23.2,20.7,20.0,21.1
192,192,2024-01-09 00:00:00,20.5,0.33,1.0,27,75,23.2,21.2,23.2,20.7,20.0,21.1,23.3
193,193,2024-01-09 01:00:00,23.2,0.29,0.0,27,75,21.2,23.2,20.7,20.0,21.1,23.3,24.7
194,194,2024-01-09 02:00:00,21.2,0.33,0.0,27,75,23.2,20.7,20.0,21.1,23.3,24.7,24.0
195,195,2024-01-09 03:00:00,23.2,0.37,0.0,27,77,20.7,20.0,21.1,23.3,24.7,24.0,24.7
196,196,2024-01-09 04:00:00,20.7,0.34,0.0,27,77,20.0,21.1,23.3,24.7,24.0,24.7,21.7
197,197,2024-01-09 05:00:00,20.0,0.33,1.0,27,79,21.1,23.3,24.7,24.0,24.7,21.7,25.1
198,198,2024-01-09 06:00:00,21.1,0.38,3.0,27,79,23.3,24.7,24.0,24.7,21.7,25.1,26.6
199,199,2024-01-09 07:00:00,23.3,0.59,8.0,27,76,24.7,24.0,24.7,21.7,25.1,26.6,29.7
200,200,2024-01-09 08:00:00,24.7,0.46,4.0,29,68,24.0,24.7,21.7,25.1,26.6,29.7,27.5
201,201,2024-01-09 09:00:00,24.0,0.47,2.0,30,64,24.7,21.7,25.1,26.6,29.7,27.5,28.3
202,202,2024-01-09 10:00:00,24.7,0.5,5.29,32,57,21.7,25.1,26.6,29.7,27.5,28.3,29.8
203,203,2024-01-09 11:00:00,21.7,0.49,4.0,33,54,25.1,26.6,29.7,27.5,28.3,29.8,31.6
204,204,2024-01-09 12:00:00,25.1,0.5,4.0,34,49,26.6,29.7,27.5,28.3,29.8,31.6,29.4
205,205,2024-01-09 13:00:00,26.6,0.52,3.0,34,48,29.7,27.5,28.3,29.8,31.6,29.4,34.8
206,206,2024-01-09 14:00:00,29.7,0.51,5.0,35,47,27.5,28.3,29.8,31.6,29.4,34.8,30.4
207,207,2024-01-09 15:00:00,27.5,0.47,5.0,35,47,28.3,29.8,31.6,29.4,34.8,30.4,30.7
208,208,2024-01-09 16:00:00,28.3,0.55,7.0,35,47,29.8,31.6,29.4,34.8,30.4,30.7,29.0
209,209,2024-01-09 17:00:00,29.8,0.55,12.0,33,54,31.6,29.4,34.8,30.4,30.7,29.0,27.0
210,210,2024-01-09 18:00:00,31.6,0.59,13.0,31,60,29.4,34.8,30.4,30.7,29.0,27.0,26.9
211,211,2024-01-09 19:00:00,29.4,0.56,10.0,30,66,34.8,30.4,30.7,29.0,27.0,26.9,29.2
212,212,2024-01-09 20:00:00,34.8,0.57,9.0,30,67,30.4,30.7,29.0,27.0,26.9,29.2,32.3
213,213,2024-01-09 21:00:00,30.4,0.52,6.0,29,71,30.7,29.0,27.0,26.9,29.2,32.3,32.8
214,214,2024-01-09 22:00:00,30.7,0.47,5.0,29,74,29.0,27.0,26.9,29.2,32.3,32.8,37.5
215,215,2024-01-09 23:00:00,29.0,0.42,3.0,29,74,27.0,26.9,29.2,32.3,32.8,37.5,35.9
216,216,2024-01-10 00:00:00,27.0,0.42,1.0,29,76,26.9,29.2,32.3,32.8,37.5,35.9,33.0
217,217,2024-01-10 01:00:00,26.9,0.43,2.0,28,76,29.2,32.3,32.8,37.5,35.9,33.0,34.7
218,218,2024-01-10 02:00:00,29.2,0.44,1.0,28,80,32.3,32.8,37.5,35.9,33.0,34.7,31.6
219,219,2024-01-10 03:00:00,32.3,0.46,1.0,28,83,32.8,37.5,35.9,33.0,34.7,31.6,29.6
220,220,2024-01-10 04:00:00,32.8,0.49,0.0,28,81,37.5,35.9,33.0,34.7,31.6,29.6,22.3
221,221,2024-01-10 05:00:00,37.5,0.48,0.0,27,81,35.9,33.0,34.7,31.6,29.6,22.3,27.6
222,222,2024-01-10 06:00:00,35.9,0.44,1.0,27,81,33.0,34.7,31.6,29.6,22.3,27.6,45.5
223,223,2024-01-10 07:00:00,33.0,0.52,6.0,28,80,34.7,31.6,29.6,22.3,27.6,45.5,32.4
224,224,2024-01-10 08:00:00,34.7,0.53,3.0,29,73,31.6,29.6,22.3,27.6,45.5,32.4,36.0
225,225,2024-01-10 09:00:00,31.6,0.5,2.0,31,65,29.6,22.3,27.6,45.5,32.4,36.0,34.4
226,226,2024-01-10 10:00:00,29.6,0.5,5.0,32,60,22.3,27.6,45.5,32.4,36.0,34.4,33.4
227,227,2024-01-10 11:00:00,22.3,0.5,5.29,33,57,27.6,45.5,32.4,36.0,34.4,33.4,29.7
